No	채널명	구독자수	전체 비디오개수	누적 조회수	비디오 제목	비디오 조회수	비디오 좋아요	카테고리	촬영지역	세부 지역	키워드	설명	업로드일자	썸네일	videoURL	videoPath	audioPath
369	BENI 유베니	12.1만명	-	-	Eng  제주도 여행 브이로그  서귀포 숙소  제주카페  제주맛집 뿌시기  Travel to Jeju  South Korea	42473	863	호텔	제주도	-	제주여행,제주도 여행,국내여행,Jeju,Jeju island,Travel to Jeju,제주도 여행 추천,제주도 가볼만한곳,제주숙소,여행 브이로그,힐링 브이로그,힐링여행,여행,서귀포 여행	 제주여행  제주도여행  여행브이로그 서귀포여행  Jeju  Jejuisland  instargram: u beni https: www instagram com u beni e mail: monoubenny gmail com  옷가게를 운영하는 지인분이 여행간다는 소식을 듣고 옷을 선물로 보내주셨어요  여행기간동안  매쉬메리골드 에서 단순선물로  제공  받은 옷을 입었습니다        원피스  흰색자켓  검은색 자켓 제외           링크: http: m ssg com search ssg query EB A7 A4 EC 89 AC EB A9 94 EB A6 AC EA B3 A8 EB 93 9C  Day 4 신창풍차해안도로   마리좋아   숙소  Day5 서귀포중문승마공원   앙끄레국수   방주교회   그림카페   벨진밧   사계해안   월정리갈비밥  Day6 소담명가찰솥밥   카페테   황우지선녀탕   서귀다원   월정리 카약   슬슬슬로우   모알보알   올레시장  Day7 로빙화   보래드베이커스   애월   퀸즈블루   이호동 청보리밭   도두동 무지개다리  숙소정보: 서귀포 하이랜드펜션 안녕하세요  베니입니다 오늘은 제주도 여행 브이로그 2탄을 준비했습니다   재밌게봐주시고 좋아요와 구독 부탁드려용: Hello  This is Beni This time  I prepared a video for a trip to Jeju Island Please enjoy my video  : 	2021-05-17 00:00:00	https://i.ytimg.com/vi/LnUvF_1zMs8/sddefault.jpg	https://www.youtube.com/watch?v=LnUvF_1zMs8	Eng  제주도 여행 브이로그  서귀포 숙소  제주카페  제주맛집 뿌시기  Travel to Jeju  South Korea.mp4	Eng  제주도 여행 브이로그  서귀포 숙소  제주카페  제주맛집 뿌시기  Travel to Jeju  South Korea.mp3
370	푸들커플	46.5만명	-	-	제주도에서 오션뷰 풀빌라 여행 	204089	3.9천	호텔	제주도	-	푸들커플,커플 유튜버,커플 유튜브,커플 채널,커플,커플 장난,커플 vlog,커플 데이트 브이로그,커플 브이로그,couple vlog,couple pranks,couple,커플 일상,couple prank,제주도,제주도 풀빌라,흑돼지수육,제주도 맛집,제주도 브이로그,제주 vlog,제주도 vlog,동백포레스트,제주 갈치조림,오션뷰 풀빌라	 이 영상은 제주관광협회에서 지원받아 제작된 영상입니다   작년 11월 사회적 거리두기 격상 전 1단계 때 촬영 된 영상입니다 1  위 콘텐츠는 촬영 기간 중 방역수칙을 철저히 지키며 모두 촬영을 진행하였습니다 2  영상 촬영 시 사회적 거리두기를 유지하였으며 인물 촬영 시에만 잠시 마스크를 벗고 안전하게 촬영하였습니다   여행자 방역 5대 수칙 1  아프면 여행일정 미루기 2  여행내내 마스크 착용 의무화 코로나19  최고의 백신은 마스크 착용 3  타인 접촉 최소한으로 줄이기 4  방역 수칙을 꼭 지키며 여행하기 5  증상이 나타나면 즉시 신고하기 1339 00:31 동백포레스트 01:52 제주갈치조림 색달식당 02:45 산방산 사계생활 카페 05:01 윈드밀 108 풀빌라 06:39 제주 흑돼지수육 산방식당 07:42 무지개 해안도로 푸들커플 좋아요 구독 알람설정 부탁드려요 본형이 인스타 paikbon https: instagram com paikbon igshid nmh4losowmpl 소연이 인스타 1993 x sy https: instagram com 1993 x sy igshid ook3twmk6i4i 푸들커플 인스타 poodlecouple https: instagram com poodlecouple igshid bnppioquopo9 푸들커플 페이스북 https: www facebook com poodlezzang 모든 비즈니스 문의는 메일로 부탁드립니다    paikbonhyung gmail com	2021-01-26 00:00:00	https://i.ytimg.com/vi/Lp1oXpnfw5A/sddefault.jpg	https://www.youtube.com/watch?v=Lp1oXpnfw5A	제주도에서 오션뷰 풀빌라 여행.mp4	제주도에서 오션뷰 풀빌라 여행.mp3
371	비하인드의오늘어디가	308명	-	-	제주도 가족여행 숙소   휘닉스 제주 섭지코지 구 제주 휘닉스 아일랜드    조식  수영장   성산일출봉	3099	20	호텔	제주도	-	제주도 숙소,제주 휘닉스 아일랜드,휘닉스아일랜드제주,제주도 휘닉스 아일랜드,휘닉스아일랜드,제주 가족여행 숙소,제주가족여행,제주도 동쪽 여행,제주도 동쪽 숙소,제주도 동쪽 코스,제주도 동쪽 가볼만한곳,제주도 동쪽 추천,제주도 동쪽 여행코스,제주도 동쪽 호텔,제주도 2박3일 동쪽,섭지코지,휘닉스 제주 수영장,휘닉스 제주섭지코지,제주 휘닉스 섭지코지,휘닉스제주	안녕하세요  이번 영상은 지난 6월에 다녀온 ㅎ 제주 동쪽 여행하기에 좋은  휘닉스제주섭지코지 리조트 영상입니다 가족단위로 가기 좋은 리조트 단지이구요 조식도 맛있었고  바람의 언덕 산책로가 아주 근사한 곳입니다 그럼 유익하게 봐주시고 좋아요 구독도 눌러주세요 감사합니다  사진리뷰 : https: nuna0604 blog me 221999420810 제주휘닉스아일랜드	2020-07-07 00:00:00	https://i.ytimg.com/vi/LTzhISl50YM/sddefault.jpg	https://www.youtube.com/watch?v=LTzhISl50YM	제주도 가족여행 숙소   휘닉스 제주 섭지코지 구 제주 휘닉스 아일랜드    조식  수영장   성산일출봉.mp4	제주도 가족여행 숙소   휘닉스 제주 섭지코지 구 제주 휘닉스 아일랜드    조식  수영장   성산일출봉.mp3
372	쿠키와나	1.17천명	-	-	 ENG SUB  제주도 애견동반  호텔   하이제주   리뷰    Ep 18 	1648	33	호텔	제주도	-	제주도,제주도 애견동반 호텔,제주도 애견동반,협재커피,제주청초밭,제주만장굴,제주가파도,제주 펜션,제주 애견동반 펜션,제주도게스트하우스,제주 숙소,제주 애견동반 숙소,제주도렌트,제주,제주 맛집,제주도 관광,제주도관광,제주도 숙소,제주도 애견동반 숙소,제주도 맛집,제주도지도,제주 호텔,제주 애견동반 호텔,제주도펜션,제주도 애견동반 펜션,제주도 호텔,제주공항,제주도 렌트카,제주도 항공권	화질설정 : 720P 혹은 1080P로 보시길 강력 추천합니다 강아지 시야에서 바라보는 세상 쿠키의 일기 제주도에 있는 하이제주호텔 애견동반이고 강아지를 위한 편의시설이 정말 많았어요 영상에는 안나왔지만 강아지 샤워장까지 있답니다 이름 : 쿠키 견종 : 골든두들   티컵푸들 생일 : 09 07 2019 성격 : 순둥  댕청 Music provided by 브금대통령 Track : Some Vintage Mood 2   https: youtu be j x22l c7uQ This voice was produced in an artificial intelligence voice service  Typecast I have used Artificial Intelligence voice actor Ha Eun  https: typecast ai   반려견   하이제주호텔   애견동반  dog   puppy   goldendoodle   poodle   강아지   골든두들   애견운동장  bbq   하이브리드   짧은동영상   오분영상   5분영상	2021-10-06 00:00:00	https://i.ytimg.com/vi/LtzwJC5NefI/sddefault.jpg	https://www.youtube.com/watch?v=LtzwJC5NefI	 ENG SUB  제주도 애견동반  호텔   하이제주   리뷰    Ep 18.mp4	 ENG SUB  제주도 애견동반  호텔   하이제주   리뷰    Ep 18.mp3
373	마쉴랭TV		-	-	제주도 가성비 호텔  엄청난 맛집까지 그냥 부셔버렸습니다 가성비는 덤 후토마끼맛집  휘슬락호텔  이자카야 가치 	10211	125	호텔	제주도	-		 제주도  제주  제주도숙소  제주도맛집  제주맛집  제주숙소  제주도호텔  제주호텔  가성비	2021-03-28 00:00:00	https://i.ytimg.com/vi/LUWTk7SmaFQ/sddefault.jpg	https://www.youtube.com/watch?v=LUWTk7SmaFQ	제주도 가성비 호텔  엄청난 맛집까지 그냥 부셔버렸습니다 가성비는 덤 후토마끼맛집  휘슬락호텔  이자카야 가치.mp4	제주도 가성비 호텔  엄청난 맛집까지 그냥 부셔버렸습니다 가성비는 덤 후토마끼맛집  휘슬락호텔  이자카야 가치.mp3
374	오즈튜브 - 여행 체질의 오즈이야기	4.27천명	-	-	제주도 서귀포 KAL호텔 룸투어   Jeju island Seogwipo KAL Hotel Room Tour	4712	21	호텔	제주도	-	서귀포여행,제주여행,서귀포호텔,서귀포칼호텔,칼호텔,제주칼호텔,대한항공 호텔,한진 호텔,KAL hotel,jeju kal,jeju kal hotel,Seogwipo hotel,Seogwipo KAL Hotel,제주도 여행,제주도 호텔,제주 호텔추천,서귀포 호텔,서귀포 호텔 추천,온돌방,칼호텔 온돌,칼호텔 침대,제주 서귀포 호텔,jeju hotel,jeju island,서귀포 칼호텔,한진호텔,Hanjin,korean air,호텔추천,제주호텔,KAL호텔	제주도 서귀포 KAL호텔 룸투어 Jeju island Seogwipo KAL Hotel Room Tour 제주호텔  KAL호텔  제주여행 좋아요와 댓글은 영상제작에 큰 힘이 됩니다 오즈튜브 구독 : https: bit ly 2xLVVqD 오즈튜브 후원 : https: toon at donate oztube 오즈튜브 인스타 : https: www instagram com oz tube	2021-02-25 00:00:00	https://i.ytimg.com/vi/lvdKelFUnd8/sddefault.jpg	https://www.youtube.com/watch?v=lvdKelFUnd8	제주도 서귀포 KAL호텔 룸투어   Jeju island Seogwipo KAL Hotel Room Tour.mp4	제주도 서귀포 KAL호텔 룸투어   Jeju island Seogwipo KAL Hotel Room Tour.mp3
375	류꽃 Ryuflower		-	-	제주 서귀피안 호텔 감성 숙소 vlog    ft 소소한 서귀포 여행 일상  모닝루틴 	2122	19	호텔	제주도	-	제주도서귀피안호텔,제주서귀피안호텔,서귀피안호텔,호텔서귀피안,제주호텔,제주도호텔,Hotel Seogwipean,서귀포호텔,제주여행,제주도여행,JEJU,jeju hotel,일상브이로그,소소한일상브이로그,VLOG	안녕하세요  류꽃이에요 오늘은 밀린 제주도 영상부터 들고 왔어요 순서대로 올리진 못하더라도 좋았던 장소부터 하나씩 올려볼게요 조식과 카페 영상은 다음 편으로 들고 오겠습니다  자세한 정보는 제 블로그에서 살펴보실 수 있어요 제주 서귀포 호텔 서귀피안 리뷰 https: url kr 3jqtk4  https: in naver com ryuflower  Instagram https: www instagram com ryuflower 	2021-03-12 00:00:00	https://i.ytimg.com/vi/lXs5OxUKsRg/sddefault.jpg	https://www.youtube.com/watch?v=lXs5OxUKsRg	제주 서귀피안 호텔 감성 숙소 vlog    ft 소소한 서귀포 여행 일상  모닝루틴.mp4	제주 서귀피안 호텔 감성 숙소 vlog    ft 소소한 서귀포 여행 일상  모닝루틴.mp3
376	요니의하루	2.43만명	-	-	부모님 환갑기념 제주도여행 I 부모님과 제주도여행 I 어른들이 좋아하는 제주도 맛집 I 우도 맛집 I 여행 브이로그	22453	193	호텔	제주도	-	제주도여행,1월제주도여행,부모님과여행,부모님과제주도여행,환갑여행,환갑제주도여행,제주도맛집,우도맛집,제주신라호텔,요니티비,요니의하루,요니	부모님 환갑 기념으로 제주도 다녀왔어요 부모님들이 좋아하시는 코스로 준비했으니 부모님과 가시는 분들께 자그마한 힘이라도 되길 바라며 제주도여행 부모님제주도여행 제주신라호텔  댓글은 언제든 환영입니다   구독  과  좋아요  는 늘 큰 힘이 됩니다  인스타그램에서도 자주 만나요: instagram: http: www instagram com yonny 1229	2020-01-26 00:00:00	https://i.ytimg.com/vi/lYNUSsBYfis/sddefault.jpg	https://www.youtube.com/watch?v=lYNUSsBYfis	부모님 환갑기념 제주도여행 I 부모님과 제주도여행 I 어른들이 좋아하는 제주도 맛집 I 우도 맛집 I 여행 브이로그.mp4	부모님 환갑기념 제주도여행 I 부모님과 제주도여행 I 어른들이 좋아하는 제주도 맛집 I 우도 맛집 I 여행 브이로그.mp3
377	미경이놀이터	1.8천명	-	-	해외보다 예쁜 제주도 오션뷰 펜션 내돈내산 또 가고싶은 숙소	2613	18	호텔	제주도	-		서귀포에 위치한 아우룸펜션	2021-04-10 00:00:00	https://i.ytimg.com/vi/lzIuAsYHCKs/sddefault.jpg	https://www.youtube.com/watch?v=lzIuAsYHCKs	해외보다 예쁜 제주도 오션뷰 펜션 내돈내산 또 가고싶은 숙소.mp4	해외보다 예쁜 제주도 오션뷰 펜션 내돈내산 또 가고싶은 숙소.mp3
378	모템미녀 MoMi	2.06만명	-	-	제주신화월드 신화관에서 가족 호캉스 여행 2박3일  신화월드 스카이풀  인근 맛집뿌시기  테마파크까지 	4128	58	호텔	제주도	-	모템미녀,김해니,가히,가히멀티밤,가히링클	 이 영상에는 브랜드로부터 단순 선물받은 제품 소개가 포함되어 있어요  가히 서울 클렌징폼  멀티밤  모템미녀 채널 후원하기  https: toon at donate 637535374643799188 해니에요  저 지난주에 제주여행 다녀왔어요  제 이전  제주일년살이  유튜브를 기억해주시는 분들 종종 계시더라구요  지금이라면 좀 더 잘 할 수 있을거 같은데 ㅋㅋㅋ 그땐 정말 고생많았는데 ㅋㅋ 호캉스 같은건 꿈도 못꿨는데 말이죠  하하   코로나19 때문에 쭉 여행 못가다가 1년 만에 나섰는데 와우  제주도 요즘 성수기던걸요 ㄷㄷ 호캉스 거의 처음  해보는 거라 어색할거라  생각했는데 개뿔  정말 좋더라구요  맛있는 것도 먹고 편하게 쉬다 왔어요   그리고 이 다음편은 저 혼자 하는 제주여행편  Vlog 가 업로드됩니다  좌충우돌 해니의 제주여행기 기대해주시고요   그럼 편안한 날 되세요 1   구독자 2만 돌파 감사합니다  본업에 지치면 업로드가 지연될 수 있습니다  미리 미안합니다   2   광고를 받는 채널입니다  광고는 광고라고 정확하게 표기합니다  유튜브 설정 유료광고 표시   자막으로 약 3분 마다 표기 지킵니다   세상은 넓고 발굴할 인생템은 많다   모템미녀TV는 리뷰 채널입니다   모템미녀의 모템은  모든 인생템 의 줄임말이며   모템미녀는  모태미녀 를 자연스럽게 연상시키도록 재미있게 붙여본 이름이지 제가 미녀라는 말은 아닙니다   Instagram  deepgreen 비즈니스 문의 hannie12 naver com	2021-04-16 00:00:00	https://i.ytimg.com/vi/m1xazYbtA1c/sddefault.jpg	https://www.youtube.com/watch?v=m1xazYbtA1c	제주신화월드 신화관에서 가족 호캉스 여행 2박3일  신화월드 스카이풀  인근 맛집뿌시기  테마파크까지.mp4	제주신화월드 신화관에서 가족 호캉스 여행 2박3일  신화월드 스카이풀  인근 맛집뿌시기  테마파크까지.mp3
379	더들리	33.7만명	-	-	반얀트리 호텔 야외 수영장 옆에서 먹는 풀사이드 뷔페   무제한 랍스터  la갈비  새우  양갈비 등이 있는 곳	204721	2.6천	호텔	제주도	-	yt:cc=on,반얀트리호텔,반얀트리,오아시스,호텔뷔페,바베큐,호텔바베큐,풀사이드바베큐,랍스터,스테이크,무한리필,무제한,호텔,뷔페,반얀트리클럽앤스파,la갈비,양갈비,새우	  본 영상은 개인 사비로 다녀 온 영상으로  광고 또는 협찬 영상이 아닙니다  Instagram : https: www instagram com dudely 08  Email : dudely610 gmail com 반얀트리 호텔에 있는 오아시스 수영장  풀사이드 바베큐 뷔페에 다녀왔습니다   수영장 옆에서 바베큐를 먹는 거라  분위기가 야외 분위기를 느끼기 좋은 곳이에요 요리가 그릴에 집중이 되어있어서  다른 부분은 아쉬운 부분들이 보이긴 합니다   그래도 야외 바베큐 수영장의 느낌이 좋은 곳이에요   가격은 129 000원인데 네이버에서 예약하면 10프로 할인이 됩니다  할인하면 116 100원입니다 음식만 보실 분은 5분 20초로 가시면 됩니다   자막이 보이지 않으실 경우   영상 설정에서 자막을 켜 주시면 보실 수 있습니다 영상 봐 주셔서 감사드립니다 반얀트리 클럽 앤 스파 서울 오아시스 http: naver me Gw5EvruB 반얀트리  풀사이드  바베큐	2021-06-29 00:00:00	https://i.ytimg.com/vi/M3OMoNWAW0U/sddefault.jpg	https://www.youtube.com/watch?v=M3OMoNWAW0U	반얀트리 호텔 야외 수영장 옆에서 먹는 풀사이드 뷔페   무제한 랍스터  la갈비  새우  양갈비 등이 있는 곳.mp4	반얀트리 호텔 야외 수영장 옆에서 먹는 풀사이드 뷔페   무제한 랍스터  la갈비  새우  양갈비 등이 있는 곳.mp3
